Unidade Estratégica,Relacionamento Interpessoal,Liderança,Organização,Responsabilidade,Flexibilidade,Disponibilidade,Comunicação,Gestão de Materiais,Atualização,Conhecimento
"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,4
"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Educação,5,5,4,5,5,5,5,5,4,5
Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,1,1,2,1,1,1,1,1,2,2
Centro de Ciências Humanas e Naturais,4,5,5,5,5,4,4,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,4,5,4,5,4,3,4,5,5,5
Centro de Ciências Humanas e Naturais,5,5,4,4,5,5,5,5,5,4
Centro de Ciências Humanas e Naturais,1,2,3,4,1,1,1,4,4,4
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,4,4,5,5,5,4,4,5,5,5
Centro de Ciências Humanas e Naturais,4,5,5,5,5,4,5,5,5,5
Centro de Ciências Humanas e Naturais,5,4,5,5,5,5,5,4,5,4
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,4,4,5,5,5,4,3,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,4,4,5,5,4,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,3,3,4,4,3,4,3,4,4,4
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,4,5,5,4,4,4,4,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,4,4,5,5,4,4
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,3,5,5,5,5,4,4,5,5,5
Centro de Ciências Humanas e Naturais,4,5,5,5,5,5,4,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,4,5,5,5,4,5,5,5,5,5
Centro de Ciências Humanas e Naturais,4,4,4,4,4,4,4,4,5,5
Centro de Ciências Humanas e Naturais,3,4,4,5,3,3,4,5,4,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Humanas e Naturais,5,5,5,5,5,4,5,5,5,5
Centro de Ciências Humanas e Naturais,5,4,4,4,4,4,3,4,5,5
Centro de Ciências Humanas e Naturais,4,4,5,4,4,5,4,5,5,4
Centro de Artes,5,5,5,5,5,5,5,5,5,5
Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Agrárias e Engenharias,5,5,5,5,4,5,5,5,5,5
Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Centro de Ciências da Saúde,5,5,4,5,4,5,5,5,4,4
Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Centro de Ciências da Saúde,3,3,3,4,5,3,3,5,4,4
Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Centro de Ciências da Saúde,5,5,5,5,4,5,5,5,4,5
Centro de Artes,4,3,4,3,3,4,3,3,4,4
Centro de Educação Física e Desportos,5,5,5,5,5,5,5,5,5,5
Centro de Educação,5,4,3,4,4,3,4,4,4,3
"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,4,4,4,4,4,4,4,4,4,4
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,4,5,5,4,5,4,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,4,4,4,4,4,4,4,4,4,4
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,4,5,5,4,5,4,5,5,5
Centro de Ciências Jurídicas e Econômicas,4,4,4,4,4,4,4,4,4,4
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria de Avaliação Institucional,5,5,5,5,5,5,5,5,5,5
Secretaria de Avaliação Institucional,5,5,5,5,5,5,5,5,5,5
Secretaria de Avaliação Institucional,5,5,5,5,5,5,5,5,5,5
Secretaria de Avaliação Institucional,5,5,5,5,4,5,5,5,4,4
Secretaria de Cultura,4,4,4,4,4,4,4,4,4,4
Secretaria de Cultura,4,4,5,5,5,5,4,5,5,4
Secretaria de Cultura,4,3,4,4,4,5,3,3,4,4
Secretaria de Cultura,5,5,5,5,5,5,5,5,5,5
Secretaria de Órgãos Colegiados Superiores,5,5,5,5,5,5,5,5,5,5
Secretaria de Órgãos Colegiados Superiores,5,5,5,5,5,5,5,5,5,5
Secretaria de Órgãos Colegiados Superiores,5,5,5,5,5,5,5,5,5,5
Secretaria de Órgãos Colegiados Superiores,5,5,5,5,5,5,5,5,5,5
Secretaria de Órgãos Colegiados Superiores,5,5,5,5,5,5,5,5,5,5
Secretaria de Órgãos Colegiados Superiores,5,5,5,5,5,5,5,5,4,5
Secretaria de Órgãos Colegiados Superiores,5,5,5,5,5,5,4,4,5,5
Secretaria de Órgãos Colegiados Superiores,5,5,5,5,5,5,5,5,5,5
Secretaria de Órgãos Colegiados Superiores,5,5,5,5,5,5,5,5,5,5
Secretaria de Órgãos Colegiados Superiores,5,5,5,5,5,5,5,5,5,5
Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Centro Universitário Norte do Espírito Santo,4,4,4,5,4,5,4,4,4,4
Centro Universitário Norte do Espírito Santo,5,5,4,5,4,5,5,5,4,5
Centro Universitário Norte do Espírito Santo,4,3,3,4,4,5,4,5,4,4
Centro Universitário Norte do Espírito Santo,5,4,4,5,5,5,5,5,5,4
Centro Universitário Norte do Espírito Santo,4,3,3,4,4,5,4,5,4,4
Centro Universitário Norte do Espírito Santo,4,3,3,4,4,5,4,5,4,4
Centro Universitário Norte do Espírito Santo,5,5,4,5,5,5,5,5,5,4
Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,4,5,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,4,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,4,5,5,5,5,5,5,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,4,2,4,5,4,5,4,5,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Centro Universitário Norte do Espírito Santo,2,2,4,3,4,3,2,4,4,4
Centro Universitário Norte do Espírito Santo,3,2,5,5,4,3,3,5,5,5
Centro Universitário Norte do Espírito Santo,4,4,5,5,4,4,5,4,5,5
Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,4,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,4,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,4,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,4,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,4,5,5,5,4,4,4,4,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,4,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,4,5,5,5
Superintendência de Comunicação,5,5,5,5,5,5,5,5,5,5
Superintendência de Comunicação,5,5,4,5,5,5,5,5,5,5
Superintendência de Comunicação,5,5,4,5,3,5,5,5,5,5
Superintendência de Contabilidade e Finanças,4,4,4,5,4,3,4,5,5,5
Superintendência de Contabilidade e Finanças,5,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,4,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,4,5,5,5,4,5,5,5,5,5
Superintendência de Educação a Distância,5,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,4,5,4,4,4,4,3,5,5,5
Superintendência de Educação a Distância,5,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,3,3,3,5,2,3,2,3,4,3
Superintendência de Educação a Distância,3,3,4,3,3,2,2,3,3,3
Superintendência de Educação a Distância,5,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,5,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,5,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,4,4,5,5,5,4,4,4,4,4
Superintendência de Educação a Distância,3,3,4,4,2,3,1,4,3,3
Superintendência de Educação a Distância,5,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,2,3,3,3,3,2,1,2,3,3
Superintendência de Educação a Distância,5,4,5,5,5,5,4,5,5,5
Superintendência de Educação a Distância,5,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,5,5,5,5,5,4,5,5,5,4
Superintendência de Educação a Distância,2,2,5,5,5,5,1,5,5,2
Superintendência de Educação a Distância,5,5,5,5,5,5,5,5,5,5
Superintendência de Tecnologia da Informação,5,4,4,5,5,5,5,5,4,4
Superintendência de Tecnologia da Informação,4,4,5,5,4,5,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,4,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,5,4,5,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,4,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,4,4,5,4,5,5,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,4,5,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,4,4,4,4,4,4,5,5
Hospital Universitário Cassiano Antônio Moraes,2,1,1,2,3,3,1,3,2,2
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,4,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,4,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,5,4,4,3,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,5,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,3,3,4,4,3,2,3,4,5,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,4,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,4,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,4,5,5,5,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,5,4,4,4,4,4,5
Hospital Universitário Cassiano Antônio Moraes,5,4,4,4,5,5,4,4,5,4
Hospital Universitário Cassiano Antônio Moraes,3,4,3,4,4,3,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,5,5,5,5,5,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,3,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,2,2,2,2,2,2,2,2,2,2
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,4,4,5,4,5,5,4,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,4,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,4,4,4,5,5,4,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,4,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,3,4,4,3,4,4,4,5,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,4,5,5,5,4,4,4,5,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,3,3,3,3,2,3,4,3,2
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,5,5,5,5,5,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,4,4,4,5,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,4,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,4,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,4,5,5,4,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,4,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,5,5,4,3,4,5,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,4,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,5,5,5,4,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,3,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
